id,name,primary,secondary,equipment,level,pattern,kind,is_compound,avg_sec_per_set,duration_sec,contraindications,cue,image_url
2cf692e4-50f3-4c3e-9a15-8586726104b4,Alongamento de isquiotibiais sentado,pernas,,,1,iso,mobilidade,false,30,,lombar,Sente e alcance pé mantendo perna estendida,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Seated_Floor_Hamstring_Stretch/0.jpg
8f6006d0-2601-4079-8b9b-586cf1240091,Alongamento de panturrilha contra parede,pernas,,,1,iso,mobilidade,false,30,,,Coloque as mãos na parede e empurre calcanhar ao chão,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Calf_Stretch_Hands_Against_Wall/0.jpg
39672f81-bc19-41af-8611-d8cf7b555a9c,Alongamento de panturrilha no step,pernas,,caixa,1,iso,mobilidade,false,30,,,Fique na borda do step e deixe calcanhar cair,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Standing_Gastrocnemius_Calf_Stretch/0.jpg
48d692da-87f6-4be6-a1ae-61d4ccfd35e7,Alongamento de quadríceps deitado,pernas,,,1,iso,mobilidade,false,30,,joelho,Deite de lado e puxe tornozelo em direção glúteo,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/On-Your-Back_Quad_Stretch/0.jpg
6212ea1f-9785-4796-b541-f4f60f54743e,Alongamento de quadríceps em pé,pernas,,,1,iso,mobilidade,false,30,,joelho,Segure tornozelo e traga calcanhar ao glúteo mantendo equilíbrio,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Quad_Stretch/0.jpg
3f3ac620-c7ba-459b-b999-bef6250da4bb,Alongamento piriforme,pernas,,,1,iso,mobilidade,false,30,,,Mantenha a coluna neutra e alongue suavemente,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Piriformis-SMR/0.jpg
479c8738-3416-400f-a156-b95fc5ff499e,Avanço (barra),pernas,,barra,2,lunge,treino,true,45,,joelho|lombar|ombro,Desça até o joelho formar ângulo de 90 graus,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Barbell_Lunge/0.jpg
87f4d04c-1467-4256-add6-36a3dd4d61de,Cadeira abdutora,pernas,,abdutora,1,iso,treino,false,35,,,Empurre a perna contra a resistência mantendo o tronco firme,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Thigh_Abductor/0.jpg
40527315-505c-4f26-8ffc-0ed27f413faa,Cadeira adutora,pernas,,adutora,1,iso,treino,false,35,,,Aperte a perna interna contra a máquina sem balançar,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Thigh_Adductor/0.jpg
f072bda7-4b57-4231-8a4b-99380bf6142e,Cadeira extensora,pernas,,extensora,1,iso,treino,false,35,,joelho,Estenda totalmente o joelho controlando o retorno,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Leg_Extensions/0.jpg
4e3c7624-66db-4f69-9643-6503495bbdab,Cadeira flexora,pernas,,flexora,1,iso,treino,false,35,,joelho,Flexione o joelho trazendo o calcanhar próximo ao glúteo,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Seated_Leg_Curl/0.jpg
4aea9083-b850-4b59-a5e0-d8ec42773741,EXTENSÃO,pernas,,extensora,1,iso,treino,false,35,,joelho,Realize a extensão completa do joelho sem travar,
486b3c44-b77e-44fd-9690-6f9aacd4f35a,FLEXÃO CADEIRA,pernas,,flexora,1,iso,treino,false,35,,joelho,Execute o movimento de flexão mantendo o tronco ereto,
67212069-539d-4365-97f9-ecbdfa4e6fe9,FLEXÃO MESA,pernas,,flexora,1,iso,treino,false,35,,joelho,Flexione o joelho contraindo o posterior da coxa até o fim do curso,
6d8ca608-8522-460b-99d8-50e0ade715bf,Frog pose (sapo),pernas,,,1,iso,mobilidade,false,30,,joelho,Mantenha os joelhos alinhados ao abrir os quadris,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Lying_Bent_Leg_Groin/0.jpg
214c534d-6881-477a-9270-b21a9ff2f7dc,GLÚTEO MÁQUINA,gluteos,,gluteo-mq,1,iso,treino,false,35,,joelho,Pressione o calcanhar e contraia o glúteo ao empurrar,
ead435fe-8b92-44e9-9e3e-9f76e57944ea,Goblet squat,pernas,,kettlebell,2,squat,treino,true,45,,joelho|lombar,Segure o kettlebell próximo ao peito e agache mantendo a coluna reta,
7fb1f1d4-3165-489f-9ca8-a20a8d5f9b40,GÊMEOS PÊNDULO,pernas,,panturrilha,1,iso,treino,false,30,,,Balance o peso e mova o tornozelo suavemente,
5159d02b-9310-4846-b3a0-5d691e0715b3,Hack squat,pernas,,hack,2,squat,treino,true,45,,joelho|lombar,Desça controlado e empurre com os calcanhares,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Hack_Squat/0.jpg
8e68b865-2306-4a6c-9a8c-c76d2e7a0acd,Hip flexor lunge stretch,pernas,,,1,iso,mobilidade,false,30,,joelho,Alongue o quadril mantendo o joelho levemente flexionado,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Kneeling_Hip_Flexor/0.jpg
eacfb37d-7efc-45b6-b70d-f5e980f2b6d9,Leg press 45°,pernas,,leg-press,1,squat,treino,true,30,,joelho|lombar,Empurre a plataforma mantendo as costas firmes,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Leg_Press/0.jpg
46978a48-622c-4182-9f0a-83af824dfbf0,Leg press horizontal,pernas,,leg-press,1,squat,treino,true,30,,joelho|lombar,Empurre a plataforma mantendo postura ereta,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Narrow_Stance_Leg_Press/0.jpg
1ea7f6aa-f8bf-4b9c-9041-41f8ca228782,Lizard pose (lagarto),pernas,,,1,iso,mobilidade,false,30,,joelho,Mantenha o tronco alinhado e estenda a perna,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Intermediate_Hip_Flexor_and_Quad_Stretch/0.jpg
b6fa15de-41a0-45eb-8907-0ce91ada6bff,Mesa flexora,pernas,,flexora,1,iso,treino,false,30,,joelho,Flexione os joelhos trazendo os calcanhares em direção ao glúteo controlando a descida,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Lying_Leg_Curls/0.jpg
53b97ccc-a2f9-44ab-8359-91bf994802f2,Panturrilha em pé (máquina),pernas,,panturrilha,1,iso,treino,false,30,,,Eleve o calcanhar mantendo o corpo ereto,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Standing_Calf_Raises/0.jpg
d0f340ce-1cf9-4b67-a635-65dd8ec4ebd3,Panturrilha no leg press,pernas,,leg-press,1,iso,treino,false,30,,,Faça a extensão usando a perna no leg press,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Calf_Press_On_The_Leg_Press_Machine/0.jpg
3d39ba11-3c49-4cc7-98fd-3c7f62447edb,Panturrilha sentado (máquina),pernas,,panturrilha,1,iso,treino,false,30,,,Eleve o calcanhar sentado mantendo postura,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Seated_Calf_Raise/0.jpg
f77323e0-ffb1-4f57-910a-2186dac72833,Pigeon pose,pernas,,,1,iso,mobilidade,false,30,,joelho,Desça o quadril até sentir alongamento,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Dancers_Stretch/0.jpg
71c6e1b3-3136-4b6b-9d73-32d5945f33b1,Pistol squat,pernas,,,2,squat,treino,true,30,,joelho|lombar,Desça controlado mantendo equilíbrio,
b9c61d69-4254-4bb9-8d86-36372b028a21,Squat hold (agachamento profundo),pernas,,,1,squat,mobilidade,false,30,,joelho|lombar,Segure a posição profunda mantendo tronco reto,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Groiners/0.jpg
4dab23cc-d361-49fe-86a1-e86223420a19,Step-up (peso corporal),pernas,,caixa,1,lunge,treino,true,30,,joelho|lombar,Suba completamente alternando as pernas,
83a9a9d7-96ef-47d1-b67f-815cb13fcba2,Stiff (barra),pernas,,barra,2,hinge,treino,true,30,,lombar,Mantenha a barra próxima e costas neutras,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Stiff-Legged_Barbell_Deadlift/0.jpg
f4720f36-8ab9-42a1-8f5b-94abce9c95e2,Stiff (halteres),pernas,,halter,2,hinge,treino,true,30,,lombar,Mantenha os halteres ao lado e costas retas,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Stiff-Legged_Dumbbell_Deadlift/0.jpg
13090b1a-5a57-43a5-a552-4fb93546c776,Alongamento de tríceps acima da cabeça,triceps,,,1,iso,mobilidade,false,20,,ombro,Eleve o braço e segure o cotovelo com a outra mão,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Triceps_Stretch/0.jpg
fb21406b-cb9c-44b4-bcea-21bb2a6f23d0,Alongamento de tríceps com toalha,triceps,,,1,iso,mobilidade,false,20,,ombro,Segure a toalha atrás das costas e puxe o cotovelo,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Overhead_Triceps/0.jpg
6edf2015-23ca-45d1-8e7b-bc6615f81add,Mergulho (peso corporal),triceps,peito|ombros,paralelas,2,push-h,treino,true,30,,ombro|punho,Desça o corpo até os cotovelos dobrados e empurre para cima,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Dips_-_Triceps_Version/0.jpg
ef57062a-cda0-4df1-a13d-53a79058bd01,Mergulho em máquina assistida,triceps,peito|ombros,paralelas,2,push-h,treino,true,30,,ombro|punho,Ajuste a carga e empurre para cima mantendo cotovelos próximos,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Weighted_Bench_Dip/0.jpg
ae02b169-8a6c-4b5c-89de-15b92dfe2e09,Mergulho em paralelas (calistenia),triceps,peito|ombros,paralelas,2,push-h,treino,true,30,,ombro|punho,Segure as paralelas  desça e suba usando os tríceps,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Dips_-_Chest_Version/0.jpg
995d7975-329a-426a-95b6-eb003d995ea9,Mergulho no banco,triceps,peito|ombros,banco,1,push-h,treino,true,30,,ombro|punho,Coloque as mãos no banco  pés no chão e empurre para cima,
028eb582-c7d1-4300-ad16-4f851c1e73b0,Tríceps coice (halter),triceps,,halter,1,iso,treino,false,30,,ombro|punho|lombar,Incline o tronco e estenda o halter para trás,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Tricep_Dumbbell_Kickback/0.jpg
58a343cc-8b20-4252-8f53-3538bbacace6,Tríceps corda (pulley),triceps,ombros,polia-alta,1,push-h,treino,false,30,,punho,Puxe a corda para baixo mantendo cotovelos fixos,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Triceps_Pushdown_-_Rope_Attachment/0.jpg
9809bf65-9ae5-4662-8a9a-8e4708698514,Tríceps francês (halter),triceps,ombros,halter|banco,1,iso,treino,false,30,,ombro|punho|lombar,Segure o halter atrás da cabeça e estenda os cotovelos,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Seated_Triceps_Press/0.jpg
bc1d9114-e914-4fd1-b346-f0c82f71eb50,Tríceps pulley (barra),triceps,,polia-alta,1,push-v,treino,false,30,,punho,Mantenha cotovelos fixos e empurre a barra para baixo,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Triceps_Pushdown/0.jpg
c6e010bf-7a02-454a-9b1d-2080f9cdab27,Tríceps testa (barra),triceps,,barra|banco,1,push-h,treino,false,30,,ombro|punho,Mantenha braços estáveis e desça a barra até a testa,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/EZ-Bar_Skullcrusher/0.jpg
5daae6fa-cfef-4f0a-940b-575bcf61f9da,Tríceps testa (halter),triceps,,halter|banco,1,push-h,treino,false,30,,ombro|punho,Segure halteres deite e leve-os à altura da testa,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Lying_Dumbbell_Tricep_Extension/0.jpg
598a8af0-5821-4c49-be11-2a58133f01db,Assault bike,cardio,,bike,1,cardio,treino,true,0,600,joelho|lombar|ombro,Empurre e puxe os braços no ritmo das pernas mantendo esforço constante,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Air_Bike/0.jpg
fb9f739c-0630-474e-a1f2-8154261d1e7f,Bicicleta (ao ar livre),cardio,,bike,1,cardio,treino,false,0,600,joelho|lombar,Pedale mantendo cadência confortável,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Bicycling/0.jpg
26bcedb0-865e-4835-a491-094cfb8276f1,Bicicleta ergométrica,cardio,,bike,1,cardio,treino,false,0,600,joelho|lombar,Pedale sentado costas retas e pés firmes,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Recumbent_Bike/0.jpg
38585107-814d-42d1-8702-164456e4657c,Caminhada (ao ar livre),cardio,,,1,cardio,treino,false,0,600,joelho,Caminhe mantendo postura ereta e passos curtos,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Walking_Treadmill/0.jpg
af4d3c47-a372-4aec-b5f3-9bce6f0c26b2,Corrida (ao ar livre),cardio,,,1,cardio,treino,false,0,600,joelho|lombar,Corra com passada leve e respiração controlada,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Running_Treadmill/0.jpg
26ff8094-f2f3-4234-92cf-42d463a9469d,Double under,cardio,,corda,2,cardio,treino,false,0,600,joelho|lombar|ombro|punho,Gire a corda rápido e mantenha cotovelos próximos,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Rope_Jumping/0.jpg
c267327d-861a-48c1-806e-5b0501b98805,Elíptico,cardio,,eliptico,1,cardio,treino,false,0,600,joelho|lombar,Movimente os braços sincronizado com as pernas,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Elliptical_Trainer/0.jpg
313afe30-cec9-4651-bc3a-af3e97ee2685,Escada / Stair,cardio,,escada,1,cardio,treino,false,0,600,joelho|lombar,Suba degraus mantendo ritmo constante e postura,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Stairmaster/0.jpg
425fb5c6-74fb-4f1e-b2e8-ecbf6e36b8ac,Esteira (caminhada),cardio,,esteira,1,cardio,treino,false,0,600,joelho,Caminhe na esteira com postura ereta e passos firmes,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Walking_Treadmill/0.jpg
8dc317d6-2aa7-4e15-a98e-7e3baf2d6640,Esteira (corrida),cardio,,esteira,1,cardio,treino,false,0,600,joelho|lombar,Corra na esteira mantendo cadência e respiração,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Running_Treadmill/0.jpg
9104c1e0-ea8e-45b9-84e8-1455a52bbdca,HIIT,cardio,,,2,cardio,treino,false,0,600,joelho|lombar|ombro|punho|cervical,Execute os exercícios com alta intensidade e boa forma,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Running_Treadmill/0.jpg
3d1142b3-ace5-4e88-a7bf-09b6fe5de4e5,Pular corda,cardio,,corda,2,cardio,treino,false,0,600,joelho|lombar|ombro|punho,Pule a corda mantendo ritmo e aterrissagem leve,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Rope_Jumping/0.jpg
dee1cc80-1286-412c-b0a7-1ff0990a127a,Pular corda (alta intensidade),cardio,,corda,1,cardio,treino,false,0,600,joelho|lombar|ombro|punho,Mantenha o tronco ereto e pule com os pés juntos,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Rope_Jumping/0.jpg
59bf5439-3f6b-41dc-a9f7-7f2507ddaf8f,Remo ergômetro,cardio,,mq-remada,1,cardio,treino,false,0,600,lombar|ombro|joelho,Puxe a alça mantendo as costas retas e os cotovelos próximos ao corpo,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Rowing_Stationary/0.jpg
e17a5e91-516a-4dc8-b51a-4c4b48854a83,Single under,cardio,,corda,1,cardio,treino,false,0,600,joelho|lombar|ombro|punho,Salte rapidamente mantendo a corda girando sob os pés,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Rope_Jumping/0.jpg
ddda1895-7454-4601-8465-3f533cae39a5,Spinning (aula),cardio,,bike,1,cardio,treino,false,0,600,joelho|lombar,Pedale forte mantendo a postura alinhada e o core firme,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Recumbent_Bike/0.jpg
0378e09b-2bf3-405d-8205-265aac9487e3,Sprint na esteira,cardio,,esteira,1,cardio,treino,false,0,600,joelho|lombar,Corra na esteira mantendo passos curtos e postura ereta,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Running_Treadmill/0.jpg
91339f74-8fbf-45f2-966c-1d6fe52efda6,Stair climber (máquina),cardio,,escada,1,cardio,treino,false,0,600,joelho|lombar,Suba o degrau mantendo o peso distribuído nos calcanhares,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Stairmaster/0.jpg
34a2787a-e6fb-4f3f-b0a2-cc61de65cd9a,Step (aeróbico),cardio,,caixa,1,cardio,treino,false,0,600,joelho|lombar,Eleve o pé ao ritmo mantendo o joelho levemente flexionado,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Step_Mill/0.jpg
acfb3e4f-00ba-49bd-865a-bb74260480ff,Subida de escada (ao ar livre),cardio,,,1,cardio,treino,false,0,600,joelho|lombar,Suba degraus mantendo o tronco ereto e passos controlados,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Stairmaster/0.jpg
e71267a8-6fdb-4477-a0a1-47a6afc3fa03,Tabata,cardio,,,1,cardio,treino,false,0,600,joelho|lombar|ombro|punho|cervical,Execute cada movimento com alta velocidade e descanso curto,
7bba5189-3745-4a0a-8c0f-b67ddf54b0d7,Trekking,cardio,,,1,cardio,treino,false,0,600,joelho|lombar,Caminhe em ritmo constante mantendo postura relaxada,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Walking_Treadmill/0.jpg
958416b1-15d8-4ab9-8b38-4043448b7007,Trote leve (esteira),cardio,,esteira,1,cardio,treino,false,0,600,joelho|lombar,Corra levemente mantendo respiração regular e postura ereta,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Running_Treadmill/0.jpg
ccb125e0-e0c8-4b2a-8b4c-11957dfffea6,Versaclimber,cardio,,escada,1,cardio,treino,false,0,600,joelho|lombar|ombro,Movimente os braços e pernas sincronizados mantendo o core firme,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Stairmaster/0.jpg
239a19b7-6cd6-471b-8b7e-ae89cf19647a,Ab wheel / rodinha,core,,,1,core,treino,false,25,,lombar|ombro,Role a roda para frente mantendo o tronco firme,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Ab_Roller/0.jpg
db632b13-b8d9-4e95-8dab-52f46f445500,Abdominal V-up,core,,,1,core,treino,false,20,,lombar,Eleve as pernas e tronco formando um V,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Press_Sit-Up/0.jpg
386e1fe6-89dc-4d5f-88dc-af2bc5dc4078,Abdominal bicicleta,core,,,1,core,treino,false,20,,lombar|cervical,Pedale no ar alternando cotovelo e joelho,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Air_Bike/0.jpg
1b87428e-908a-44cd-9a9d-f5ac64c515c2,Abdominal canivete,core,,,1,core,treino,false,20,,lombar,Leve as pernas ao peito e volte controlado,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Jackknife_Sit-Up/0.jpg
a38e155b-9744-43bc-9ce0-59c79de7d334,Abdominal declinado,core,,banco,1,core,treino,false,25,,lombar|cervical,Deite no banco e eleve o tronco,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Decline_Crunch/0.jpg
cb5ff8c6-7c1f-4b27-8483-d592f23baed8,Abdominal infra,core,,,1,core,treino,false,20,,lombar,Eleve as pernas retas sem apoio,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Reverse_Crunch/0.jpg
eb239763-6a80-42dd-9e8d-8461cf2cbc16,Abdominal na bola,core,,bola-suica,1,core,treino,false,25,,lombar|cervical,Sente na bola e faça flexão de tronco,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Hug_A_Ball/0.jpg
8039cdbc-b3d6-4b56-b35b-25c8125c3d7b,Abdominal na polia (cable crunch),core,,polia-alta,1,core,treino,false,25,,lombar|cervical|joelho,Puxe a corda da polia alta contra o abdômen,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Standing_Rope_Crunch/0.jpg
a62fac35-4790-4809-8593-528228fbe064,Abdominal oblíquo,core,,,1,core,treino,false,30,,lombar|cervical,Contraia o abdômen e eleve o tronco,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Oblique_Crunches/0.jpg
b33a1d06-a8d8-48cf-bd01-9c0139af2cec,Abdominal remador,core,,,1,core,treino,false,30,,lombar|cervical,Puxe o cotovelo ao tocar o joelho,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Janda_Sit-Up/0.jpg
c14cce6f-34df-42be-ad1f-8a4b60397511,Abdominal supra,core,,,1,core,treino,false,30,,lombar|cervical,Eleve a cabeça e os ombros do chão,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Crunches/0.jpg
e0c877ce-fe7a-41d4-a33e-4862454418c0,Bird dog,core,,,1,core,treino,false,30,,joelho|punho|ombro,Estenda braço e perna opostos mantendo o tronco firme,
26386bee-20d3-412b-bd47-9e73bcc41338,Dead bug,core,,,1,core,treino,false,30,,,Mantenha braços estendidos e pernas dobradas controlando o movimento,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Dead_Bug/0.jpg
5423eccc-faa3-467e-b589-4eeeeb2c7126,ELEVAÇÃO PÉLVICA SOLO UNI,core,,,1,core,treino,false,30,,lombar|joelho,Eleve o quadril mantendo os ombros apoiados,
659089db-f56c-449e-9aeb-1c4a2fcfb2ef,Elevação de joelhos suspensa,core,,barra-fixa,1,core,treino,false,30,,lombar|ombro|punho,Segure a barra e eleve os joelhos até a altura do peito,
155eb81d-a446-4555-b033-3a6ccf3aa541,Elevação de pernas,core,,,1,core,treino,false,30,,lombar,Deite e eleve as pernas retas até formar um ângulo de 90 graus,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Hanging_Leg_Raise/0.jpg
50f8b674-f75b-4475-86ce-9b49262e12bb,Elevação de pernas suspensa,core,,barra-fixa,1,core,treino,false,30,,lombar|ombro|punho,Segure a barra e eleve as pernas retas controlando a descida,
26309256-e06d-436a-b0c3-bc3daa736b46,Elevação pélvica solo,core,,,1,core,treino,false,30,,lombar,Eleve o quadril mantendo os ombros no chão,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Pelvic_Tilt_Into_Bridge/0.jpg
e1de4436-78ab-416d-bdab-02e16328a654,Flutter kicks,core,,,1,core,treino,false,30,,lombar,Mantenha as pernas estendidas e faça movimentos rápidos de chute,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Scissor_Kick/0.jpg
a5b1eb06-637b-4c5d-9523-3f029310acc2,Heel touch,core,,,1,core,treino,false,30,,lombar|cervical,Toque o calcanhar alternado ao lado do quadril,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Alternate_Heel_Touchers/0.jpg
de1f292c-a5de-488c-95f7-479b895826e8,Hollow body hold,core,,,1,core,treino,false,30,,lombar|ombro|cervical,Contraia o abdômen e mantenha o corpo em forma de concha,
cd10a5f8-89f3-4f6a-a445-ba0453f3771b,Hollow body rock,core,,,1,core,treino,false,30,,lombar|ombro|cervical,Balance o corpo mantendo a postura rígida,
d38456e1-790b-46c7-9666-ea529b911d90,Knees to elbow,core,,barra|barra-fixa,2,core,treino,true,30,,lombar|ombro|punho,Segure a barra e eleve os joelhos até tocar os cotovelos,
06761190-ed61-48f2-acc8-367101c0eb6f,L-sit,core,,,3,iso,treino,false,15,,lombar|ombro|punho,Mantenha o tronco firme e as pernas estendidas sem balançar,
a450b789-08b1-4f6d-80af-79851d107815,Leg raise no banco,core,,banco,2,core,treino,false,20,,lombar,Eleve as pernas até formar um ângulo reto e controle a descida,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Bent-Knee_Hip_Raise/0.jpg
4726f044-9be8-456e-be97-184e15f5d87c,Mountain climber lento,core,,,1,cardio,treino,false,0,30,joelho|lombar|ombro|punho,Leve os joelhos ao peito alternadamente mantendo o tronco estável,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Mountain_Climbers/0.jpg
c297d762-7042-4af9-9b35-17da726c1a4b,Pallof press (cabo),core,,polia-alta,2,core,treino,false,20,,lombar,Puxe a alça para o peito mantendo o tronco reto e sem girar,
2c68e84b-0094-4edb-897a-0afcb30401bb,Prancha,core,,,1,iso,treino,false,30,,lombar,Alinhe corpo em linha reta  contraia abdômen e segure,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Plank/0.jpg
55369741-6f7b-44be-85f9-99ce70a5a15a,Prancha (frontal),core,,,1,iso,treino,false,30,,lombar,Mantenha corpo reto  apoie antebraços e segure,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Plank/0.jpg
3dd3f974-7aa7-4e7e-b3ce-d0fe6df8619c,Prancha com elevação de perna,core,gluteos,,2,iso,treino,false,20,,lombar,Eleve uma perna mantendo o tronco firme e respire,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Push_Up_to_Side_Plank/0.jpg
74377f0b-0b8f-491c-9e91-c85dcde1bb6b,Prancha com toque no ombro,core,ombros,,2,iso,treino,false,20,,ombro|lombar|punho,Toque o ombro oposto com a mão mantendo a postura estável,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Plank/0.jpg
d58e1f50-6a5a-4dab-9273-2cbcf69bf313,Prancha em antebraço,core,,,1,iso,treino,false,30,,lombar,Apoie antebraços no chão  corpo reto e segure,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Plank/0.jpg
a5cd7487-ab9e-47a4-bb22-4e664b45d805,Prancha lateral,core,gluteos,,1,iso,treino,false,30,,lombar|ombro,Eleve o quadril  mantenha corpo alinhado e segure,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Side_Bridge/0.jpg
87e9632d-089a-4fd0-aeea-51e7236d4592,Rotação russa com halter,core,,halter,2,core,treino,false,20,,lombar,Segure o halter  gire o tronco controlado e volte,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Russian_Twist/0.jpg
179b5243-f55f-47c0-94cb-37acf284f877,Russian twist,core,,,1,core,treino,false,20,,lombar,Gire o tronco de um lado ao outro mantendo a postura,https://cdn.jsdelivr.net/gh/yuhonas/free-exercise-db@main/exercises/Russian_Twist/0.jpg
